corner_label,hbt_section,mos_section,res_section,temp_c,vdd_v,msense_w,status,det_early_v,fb_early_v,det_final_v,fb_final_v,sns1_final_v,vref_final_v,i_mkfb_final_a
sf,hbt_typ,mos_sf,res_typ,-40,2.97,10u,PASS,2.93251e-01,-3.82567e-01,4.75945e-03,2.14187e+00,7.90058e-01,1.13331e+00,8.87080e-16
sf,hbt_typ,mos_sf,res_typ,-40,3.30,10u,PASS,3.25831e-01,-3.57238e-01,5.30625e-03,2.47187e+00,7.90122e-01,1.13456e+00,2.78642e-14
sf,hbt_typ,mos_sf,res_typ,-40,3.63,10u,PASS,3.58398e-01,-3.31688e-01,5.85703e-03,2.80187e+00,7.90185e-01,1.13576e+00,3.41128e-14
sf,hbt_typ,mos_sf,res_typ,27,2.97,10u,PASS,2.93574e-01,-3.56863e-01,1.19299e-02,2.19313e+00,7.08477e-01,1.05277e+00,4.89060e-14
sf,hbt_typ,mos_sf,res_typ,27,3.30,10u,PASS,3.25902e-01,-3.31262e-01,1.34320e-02,2.52313e+00,7.08551e-01,1.05390e+00,5.23090e-14
sf,hbt_typ,mos_sf,res_typ,27,3.63,10u,PASS,3.57730e-01,-3.05668e-01,1.49801e-02,2.85313e+00,7.08625e-01,1.05499e+00,2.58457e-14
sf,hbt_typ,mos_sf,res_typ,125,2.97,10u,PASS,2.80105e-01,-2.97538e-01,5.67220e-02,2.28969e+00,5.80243e-01,9.29371e-01,4.48577e-11
sf,hbt_typ,mos_sf,res_typ,125,3.30,10u,PASS,2.98950e-01,-2.76927e-01,7.25665e-02,2.61968e+00,5.80330e-01,9.30386e-01,6.68632e-11
sf,hbt_typ,mos_sf,res_typ,125,3.63,10u,PASS,3.04443e-01,-2.60467e-01,9.73243e-02,2.94968e+00,5.80421e-01,9.31371e-01,1.18862e-10
fs,hbt_typ,mos_fs,res_typ,-40,2.97,10u,PASS,2.93237e-01,-3.37828e-01,2.45751e-03,2.08544e+00,7.90038e-01,1.13077e+00,2.12763e-14
fs,hbt_typ,mos_fs,res_typ,-40,3.30,10u,PASS,3.25771e-01,-3.13159e-01,2.73305e-03,2.41544e+00,7.90100e-01,1.13199e+00,7.51353e-15
fs,hbt_typ,mos_fs,res_typ,-40,3.63,10u,PASS,3.58174e-01,-2.88470e-01,3.00910e-03,2.74544e+00,7.90162e-01,1.13317e+00,-5.71367e-14
fs,hbt_typ,mos_fs,res_typ,27,2.97,10u,PASS,2.92618e-01,-3.21265e-01,5.27349e-03,2.13739e+00,7.08451e-01,1.05052e+00,2.01588e-13
fs,hbt_typ,mos_fs,res_typ,27,3.30,10u,PASS,3.23429e-01,-2.97991e-01,5.87752e-03,2.46739e+00,7.08524e-01,1.05163e+00,2.04905e-13
fs,hbt_typ,mos_fs,res_typ,27,3.63,10u,PASS,3.51305e-01,-2.76519e-01,6.48548e-03,2.79739e+00,7.08598e-01,1.05270e+00,1.93821e-13
fs,hbt_typ,mos_fs,res_typ,125,2.97,10u,PASS,2.42868e-01,-2.97832e-01,1.64236e-02,2.23506e+00,5.80207e-01,9.27390e-01,7.46971e-11
fs,hbt_typ,mos_fs,res_typ,125,3.30,10u,PASS,2.26774e-01,-2.97157e-01,1.85306e-02,2.56506e+00,5.80293e-01,9.28387e-01,8.62024e-11
fs,hbt_typ,mos_fs,res_typ,125,3.63,10u,PASS,1.69711e-01,-3.08463e-01,2.07126e-02,2.89506e+00,5.80383e-01,9.29353e-01,9.99914e-11
