corner_label,hbt_section,mos_section,res_section,temp_c,vdd_v,msense_w,status,det_early_v,fb_early_v,det_final_v,fb_final_v,sns1_final_v,vref_final_v,i_mkfb_final_a
bcs,hbt_bcs,mos_ff,res_bcs,-40,3.30,10u,PASS,3.26706e-01,-2.86527e-01,2.90957e-03,2.49997e+00,7.85398e-01,1.08464e+00,-1.94914e-14
bcs,hbt_bcs,mos_ff,res_bcs,-40,3.63,10u,PASS,3.58944e-01,-2.61567e-01,3.20338e-03,2.82997e+00,7.85461e-01,1.08564e+00,6.37823e-14
bcs,hbt_bcs,mos_ff,res_bcs,27,2.97,10u,PASS,2.92431e-01,-2.92634e-01,5.50345e-03,2.22089e+00,7.02351e-01,1.00365e+00,4.14634e-13
bcs,hbt_bcs,mos_ff,res_bcs,27,3.30,10u,PASS,3.21730e-01,-2.69501e-01,6.13231e-03,2.55089e+00,7.02426e-01,1.00460e+00,5.24927e-13
bcs,hbt_bcs,mos_ff,res_bcs,27,3.63,10u,PASS,3.45508e-01,-2.49504e-01,6.76489e-03,2.88089e+00,7.02501e-01,1.00552e+00,5.93699e-13
bcs,hbt_bcs,mos_ff,res_bcs,125,2.97,10u,PASS,2.20388e-01,-2.69587e-01,1.68468e-02,2.31688e+00,5.72017e-01,8.79874e-01,1.46237e-10
bcs,hbt_bcs,mos_ff,res_bcs,125,3.30,10u,PASS,1.84237e-01,-2.69774e-01,1.89834e-02,2.64688e+00,5.72105e-01,8.80738e-01,1.69142e-10
bcs,hbt_bcs,mos_ff,res_bcs,125,3.63,10u,PASS,1.07441e-01,-2.69651e-01,2.11892e-02,2.97688e+00,5.72197e-01,8.81579e-01,1.96716e-10
wcs,hbt_wcs,mos_ss,res_wcs,-40,2.97,10u,PASS,2.92309e-01,-4.10485e-01,5.34922e-03,2.05712e+00,7.96181e-01,1.15972e+00,1.29688e-14
wcs,hbt_wcs,mos_ss,res_wcs,-40,3.30,10u,PASS,3.24788e-01,-3.85943e-01,5.97174e-03,2.38712e+00,7.96243e-01,1.16095e+00,-7.73270e-14
wcs,hbt_wcs,mos_ss,res_wcs,-40,3.63,10u,PASS,3.57262e-01,-3.61225e-01,6.60091e-03,2.71712e+00,7.96305e-01,1.16213e+00,1.84366e-14
wcs,hbt_wcs,mos_ss,res_wcs,27,2.97,10u,PASS,2.92860e-01,-3.89312e-01,1.41439e-02,2.10941e+00,7.16419e-01,1.08369e+00,1.25108e-14
wcs,hbt_wcs,mos_ss,res_wcs,27,3.30,10u,PASS,3.25252e-01,-3.64669e-01,1.60251e-02,2.43941e+00,7.16492e-01,1.08482e+00,1.55501e-14
wcs,hbt_wcs,mos_ss,res_wcs,27,3.63,10u,PASS,3.57390e-01,-3.39932e-01,1.79951e-02,2.76941e+00,7.16565e-01,1.08590e+00,4.01554e-14
wcs,hbt_wcs,mos_ss,res_wcs,125,2.97,10u,PASS,2.84443e-01,-3.35319e-01,7.82471e-02,2.20765e+00,5.90908e-01,9.66163e-01,3.47113e-11
wcs,hbt_wcs,mos_ss,res_wcs,125,3.30,10u,PASS,3.08093e-01,-3.14628e-01,1.14863e-01,2.53765e+00,5.90994e-01,9.67189e-01,7.64429e-11
wcs,hbt_wcs,mos_ss,res_wcs,125,3.63,10u,PASS,3.23034e-01,-2.97513e-01,1.91542e-01,2.86764e+00,5.91085e-01,9.68194e-01,3.73998e-10
sf,hbt_typ,mos_sf,res_typ,-40,2.97,10u,PASS,2.93251e-01,-3.82567e-01,4.75945e-03,2.14187e+00,7.90058e-01,1.12116e+00,8.81240e-16
sf,hbt_typ,mos_sf,res_typ,-40,3.30,10u,PASS,3.25831e-01,-3.57238e-01,5.30625e-03,2.47187e+00,7.90122e-01,1.12230e+00,2.78666e-14
sf,hbt_typ,mos_sf,res_typ,-40,3.63,10u,PASS,3.58398e-01,-3.31688e-01,5.85703e-03,2.80187e+00,7.90185e-01,1.12340e+00,3.41463e-14
sf,hbt_typ,mos_sf,res_typ,27,2.97,10u,PASS,2.93574e-01,-3.56863e-01,1.19299e-02,2.19313e+00,7.08477e-01,1.04295e+00,4.89123e-14
sf,hbt_typ,mos_sf,res_typ,27,3.30,10u,PASS,3.25902e-01,-3.31262e-01,1.34320e-02,2.52313e+00,7.08551e-01,1.04400e+00,5.22915e-14
sf,hbt_typ,mos_sf,res_typ,27,3.63,10u,PASS,3.57730e-01,-3.05668e-01,1.49801e-02,2.85313e+00,7.08625e-01,1.04501e+00,2.58127e-14
sf,hbt_typ,mos_sf,res_typ,125,2.97,10u,PASS,2.80105e-01,-2.97538e-01,5.67220e-02,2.28969e+00,5.80243e-01,9.21995e-01,4.48577e-11
sf,hbt_typ,mos_sf,res_typ,125,3.30,10u,PASS,2.98950e-01,-2.76927e-01,7.25665e-02,2.61968e+00,5.80330e-01,9.22944e-01,6.68632e-11
sf,hbt_typ,mos_sf,res_typ,125,3.63,10u,PASS,3.04443e-01,-2.60468e-01,9.73243e-02,2.94968e+00,5.80421e-01,9.23865e-01,1.18862e-10
fs,hbt_typ,mos_fs,res_typ,-40,2.97,10u,PASS,2.93237e-01,-3.37828e-01,2.45751e-03,2.08544e+00,7.90038e-01,1.12083e+00,2.12469e-14
fs,hbt_typ,mos_fs,res_typ,-40,3.30,10u,PASS,3.25771e-01,-3.13159e-01,2.73305e-03,2.41544e+00,7.90100e-01,1.12195e+00,7.46625e-15
fs,hbt_typ,mos_fs,res_typ,-40,3.63,10u,PASS,3.58174e-01,-2.88470e-01,3.00910e-03,2.74544e+00,7.90162e-01,1.12303e+00,-5.71626e-14
fs,hbt_typ,mos_fs,res_typ,27,2.97,10u,PASS,2.92618e-01,-3.21265e-01,5.27349e-03,2.13739e+00,7.08451e-01,1.04262e+00,2.01630e-13
fs,hbt_typ,mos_fs,res_typ,27,3.30,10u,PASS,3.23429e-01,-2.97991e-01,5.87752e-03,2.46739e+00,7.08524e-01,1.04365e+00,2.04906e-13
fs,hbt_typ,mos_fs,res_typ,27,3.63,10u,PASS,3.51305e-01,-2.76519e-01,6.48548e-03,2.79739e+00,7.08598e-01,1.04465e+00,1.93859e-13
fs,hbt_typ,mos_fs,res_typ,125,2.97,10u,PASS,2.42868e-01,-2.97832e-01,1.64236e-02,2.23506e+00,5.80207e-01,9.21638e-01,7.46971e-11
fs,hbt_typ,mos_fs,res_typ,125,3.30,10u,PASS,2.26774e-01,-2.97157e-01,1.85306e-02,2.56506e+00,5.80293e-01,9.22575e-01,8.62025e-11
fs,hbt_typ,mos_fs,res_typ,125,3.63,10u,PASS,1.69711e-01,-3.08463e-01,2.07126e-02,2.89506e+00,5.80383e-01,9.23480e-01,9.99914e-11
