corner_label,mos_section,res_section,temp_c,vdd_v,status,det_on_v,fb_on_v,vtrip_v,det_off_v,fb_off_v
wcs,mos_ss,res_wcs,125,3.63,PASS,3.629896e+00,4.127988e-04,5.27451e-01,6.34337e-04,3.62986e+00
sf,mos_sf,res_typ,-40,2.97,PASS,2.970000e+00,2.021906e-04,6.42402e-01,3.39183e-04,2.97000e+00
sf,mos_sf,res_typ,-40,3.30,PASS,3.300000e+00,2.154060e-04,6.42703e-01,3.68188e-04,3.30000e+00
sf,mos_sf,res_typ,-40,3.63,PASS,3.630000e+00,2.311086e-04,6.42732e-01,3.99395e-04,3.63000e+00
sf,mos_sf,res_typ,27,2.97,PASS,2.970000e+00,2.636977e-04,5.92104e-01,4.50049e-04,2.97000e+00
sf,mos_sf,res_typ,27,3.30,PASS,3.300000e+00,2.768517e-04,5.93266e-01,4.83866e-04,3.30000e+00
sf,mos_sf,res_typ,27,3.63,PASS,3.630000e+00,2.925822e-04,5.94083e-01,5.20302e-04,3.63000e+00
sf,mos_sf,res_typ,125,2.97,PASS,2.969880e+00,3.697544e-04,5.02880e-01,6.88147e-04,2.96980e+00
sf,mos_sf,res_typ,125,3.30,PASS,3.299866e+00,3.832555e-04,5.05488e-01,7.31104e-04,3.29977e+00
sf,mos_sf,res_typ,125,3.63,PASS,3.629848e+00,3.996331e-04,5.07587e-01,7.77703e-04,3.62974e+00
fs,mos_fs,res_typ,-40,2.97,PASS,2.970000e+00,1.897240e-04,5.79669e-01,3.28937e-04,2.97000e+00
fs,mos_fs,res_typ,-40,3.30,PASS,3.300000e+00,2.015502e-04,5.79957e-01,3.57058e-04,3.30000e+00
fs,mos_fs,res_typ,-40,3.63,PASS,3.630000e+00,2.153517e-04,5.79967e-01,3.86924e-04,3.63000e+00
fs,mos_fs,res_typ,27,2.97,PASS,2.969999e+00,2.465918e-04,5.29419e-01,4.34036e-04,2.97000e+00
fs,mos_fs,res_typ,27,3.30,PASS,3.299998e+00,2.585681e-04,5.30564e-01,4.66976e-04,3.30000e+00
fs,mos_fs,res_typ,27,3.63,PASS,3.629998e+00,2.726306e-04,5.31350e-01,5.02031e-04,3.63000e+00
fs,mos_fs,res_typ,125,2.97,PASS,2.969590e+00,3.447549e-04,4.39621e-01,6.58996e-04,2.96929e+00
fs,mos_fs,res_typ,125,3.30,PASS,3.299541e+00,3.572988e-04,4.42193e-01,7.01070e-04,3.29920e+00
fs,mos_fs,res_typ,125,3.63,PASS,3.629481e+00,3.722033e-04,4.44313e-01,7.46132e-04,3.62909e+00
