corner_label,hbt_section,mos_section,res_section,temp_c,vdd_v,status,vref_v,vfb_v,vbe_q1_v,vbe_q2_v,vbe_q3_v,dvbe_ptat_v,i_leg1_a,i_leg2_a,i_leg3_a,r1_ohm,r2_ohm
sf,hbt_typ,mos_sf,res_typ,-40,2.97,PASS,1.133310e+00,2.141867e+00,7.900581e-01,7.480033e-01,7.906874e-01,4.205480e-02,5.077416e-06,5.165246e-06,5.235866e-06,6.543762e+04,1.062160e+04
sf,hbt_typ,mos_sf,res_typ,-40,3.30,PASS,1.134557e+00,2.471867e+00,7.901217e-01,7.480685e-01,7.907577e-01,4.205320e-02,5.093229e-06,5.181831e-06,5.253851e-06,6.543758e+04,1.062159e+04
sf,hbt_typ,mos_sf,res_typ,-40,3.63,PASS,1.135757e+00,2.801867e+00,7.901848e-01,7.481330e-01,7.908250e-01,4.205180e-02,5.108924e-06,5.198269e-06,5.271151e-06,6.543770e+04,1.062159e+04
sf,hbt_typ,mos_sf,res_typ,27,2.97,PASS,1.052767e+00,2.193132e+00,7.084767e-01,6.536680e-01,7.091127e-01,5.480870e-02,5.078641e-06,5.148273e-06,5.201443e-06,6.606903e+04,1.072191e+04
sf,hbt_typ,mos_sf,res_typ,27,3.30,PASS,1.053902e+00,2.523132e+00,7.085509e-01,6.537438e-01,7.091942e-01,5.480710e-02,5.092806e-06,5.163037e-06,5.217387e-06,6.606905e+04,1.072191e+04
sf,hbt_typ,mos_sf,res_typ,27,3.63,PASS,1.054994e+00,2.853132e+00,7.086253e-01,6.538200e-01,7.092724e-01,5.480530e-02,5.107076e-06,5.177910e-06,5.232732e-06,6.606904e+04,1.072191e+04
sf,hbt_typ,mos_sf,res_typ,125,2.97,PASS,9.293676e-01,2.289686e+00,5.802422e-01,5.062462e-01,5.808429e-01,7.399600e-02,5.083588e-06,5.134410e-06,5.169493e-06,6.741951e+04,1.093773e+04
sf,hbt_typ,mos_sf,res_typ,125,3.30,PASS,9.303811e-01,2.619686e+00,5.803291e-01,5.063349e-01,5.809374e-01,7.399420e-02,5.095919e-06,5.147182e-06,5.183125e-06,6.741950e+04,1.093773e+04
sf,hbt_typ,mos_sf,res_typ,125,3.63,PASS,9.313620e-01,2.949686e+00,5.804199e-01,5.064282e-01,5.810285e-01,7.399170e-02,5.108847e-06,5.160650e-06,5.196323e-06,6.741950e+04,1.093773e+04
fs,hbt_typ,mos_fs,res_typ,-40,2.97,PASS,1.130771e+00,2.085438e+00,7.900376e-01,7.479201e-01,7.905437e-01,4.211750e-02,5.072355e-06,5.144178e-06,5.199255e-06,6.543770e+04,1.062160e+04
fs,hbt_typ,mos_fs,res_typ,-40,3.30,PASS,1.131993e+00,2.415438e+00,7.901004e-01,7.479844e-01,7.906130e-01,4.211600e-02,5.087923e-06,5.160460e-06,5.216875e-06,6.543764e+04,1.062161e+04
fs,hbt_typ,mos_fs,res_typ,-40,3.63,PASS,1.133168e+00,2.745438e+00,7.901625e-01,7.480479e-01,7.906794e-01,4.211460e-02,5.103368e-06,5.176593e-06,5.233814e-06,6.543767e+04,1.062160e+04
fs,hbt_typ,mos_fs,res_typ,27,2.97,PASS,1.050516e+00,2.137387e+00,7.084511e-01,6.535730e-01,7.089504e-01,5.487810e-02,5.073762e-06,5.129831e-06,5.169831e-06,6.606901e+04,1.072189e+04
fs,hbt_typ,mos_fs,res_typ,27,3.30,PASS,1.051630e+00,2.467387e+00,7.085243e-01,6.536478e-01,7.090309e-01,5.487650e-02,5.087721e-06,5.144344e-06,5.185476e-06,6.606898e+04,1.072189e+04
fs,hbt_typ,mos_fs,res_typ,27,3.63,PASS,1.052702e+00,2.797387e+00,7.085977e-01,6.537229e-01,7.091080e-01,5.487480e-02,5.101778e-06,5.158961e-06,5.200526e-06,6.606909e+04,1.072191e+04
fs,hbt_typ,mos_fs,res_typ,125,2.97,PASS,9.273841e-01,2.235065e+00,5.802069e-01,5.061347e-01,5.806575e-01,7.407220e-02,5.078588e-06,5.118411e-06,5.142823e-06,6.741951e+04,1.093775e+04
fs,hbt_typ,mos_fs,res_typ,125,3.30,PASS,9.283809e-01,2.565065e+00,5.802927e-01,5.062223e-01,5.807508e-01,7.407040e-02,5.090751e-06,5.130983e-06,5.156224e-06,6.741951e+04,1.093775e+04
fs,hbt_typ,mos_fs,res_typ,125,3.63,PASS,9.293451e-01,2.895065e+00,5.803823e-01,5.063144e-01,5.808409e-01,7.406790e-02,5.103497e-06,5.144236e-06,5.169191e-06,6.741949e+04,1.093774e+04
