corner_label,hbt_section,mos_section,res_section,temp_c,vdd_v,msense_w,status,fb_seed_v,fb_op_v,sns1_op_v,sns2_op_v,vref_op_v,psrr_dc_db,psrr_min_db,psrr_min_freq_hz,psrr_1khz_db,psrr_100khz_db,psrr_1mhz_db
bcs,hbt_bcs,mos_ff,res_bcs,125,3.30,10u,PASS,2.59607e+00,2.596724e+00,5.853308e-01,5.847041e-01,1.041227e+00,83.3751,4.2517,3.686945e+07,83.3722,74.5749,54.931
bcs,hbt_bcs,mos_ff,res_bcs,125,3.63,10u,PASS,2.92639e+00,2.927114e+00,5.853180e-01,5.846720e-01,1.041080e+00,59.6770,4.2627,3.686945e+07,59.677,59.5416,53.3213
wcs,hbt_wcs,mos_ss,res_wcs,-40,2.97,10u,PASS,2.08775e+00,2.088393e+00,7.887945e-01,7.884957e-01,1.049604e+00,61.7018,2.8083,3.414549e+07,61.7017,61.2475,50.7135
wcs,hbt_wcs,mos_ss,res_wcs,-40,3.30,10u,PASS,2.41792e+00,2.418622e+00,7.888053e-01,7.885355e-01,1.049842e+00,64.2238,2.6463,3.414549e+07,64.2238,63.4381,50.8642
wcs,hbt_wcs,mos_ss,res_wcs,-40,3.63,10u,PASS,2.74809e+00,2.748864e+00,7.888125e-01,7.885644e-01,1.050003e+00,69.0485,2.5152,3.414549e+07,69.0483,67,51.016
wcs,hbt_wcs,mos_ss,res_wcs,27,2.97,10u,PASS,2.11958e+00,2.120216e+00,7.136971e-01,7.132779e-01,1.052326e+00,61.0451,2.7434,3.414549e+07,61.045,60.6449,50.5912
wcs,hbt_wcs,mos_ss,res_wcs,27,3.30,10u,PASS,2.44977e+00,2.450470e+00,7.137067e-01,7.133138e-01,1.052562e+00,65.4936,2.6547,3.414549e+07,65.4935,64.4623,50.8801
wcs,hbt_wcs,mos_ss,res_wcs,27,3.63,10u,PASS,2.77998e+00,2.780750e+00,7.137097e-01,7.133299e-01,1.052659e+00,92.4917,2.5901,3.414549e+07,92.4337,71.1753,51.0454
wcs,hbt_wcs,mos_ss,res_wcs,125,2.97,10u,PASS,2.18247e+00,2.183124e+00,5.973683e-01,5.967516e-01,1.052675e+00,60.7096,2.9445,3.162278e+07,60.7096,60.3591,50.7688
wcs,hbt_wcs,mos_ss,res_wcs,125,3.30,10u,PASS,2.51269e+00,2.513427e+00,5.973730e-01,5.967724e-01,1.052870e+00,73.0528,2.9417,3.414549e+07,73.0521,69.1375,51.1643
wcs,hbt_wcs,mos_ss,res_wcs,125,3.63,10u,PASS,2.84298e+00,2.843794e+00,5.973644e-01,5.967529e-01,1.052782e+00,61.5367,2.8705,3.414549e+07,61.5366,61.0967,50.7005
sf,hbt_typ,mos_sf,res_typ,-40,2.97,10u,PASS,2.16474e+00,2.165341e+00,7.844356e-01,7.841470e-01,1.045957e+00,62.2032,3.3651,3.414549e+07,62.2032,61.8699,52.4716
sf,hbt_typ,mos_sf,res_typ,-40,3.30,10u,PASS,2.49491e+00,2.495575e+00,7.844452e-01,7.841831e-01,1.046180e+00,64.9007,3.2721,3.686945e+07,64.9007,64.2973,52.6969
sf,hbt_typ,mos_sf,res_typ,-40,3.63,10u,PASS,2.82510e+00,2.825820e+00,7.844513e-01,7.842088e-01,1.046328e+00,69.9725,3.1133,3.686945e+07,69.9723,68.2749,52.9077
sf,hbt_typ,mos_sf,res_typ,27,2.97,10u,PASS,2.19407e+00,2.194665e+00,7.080853e-01,7.076750e-01,1.047393e+00,61.6890,3.3763,3.686945e+07,61.689,61.3846,52.3283
sf,hbt_typ,mos_sf,res_typ,27,3.30,10u,PASS,2.52426e+00,2.524925e+00,7.080932e-01,7.077057e-01,1.047607e+00,66.7789,3.2744,3.686945e+07,66.7788,65.8662,52.7196
sf,hbt_typ,mos_sf,res_typ,27,3.63,10u,PASS,2.85449e+00,2.855213e+00,7.080944e-01,7.077165e-01,1.047681e+00,86.9386,3.1827,3.686945e+07,86.9281,72.9003,52.8959
sf,hbt_typ,mos_sf,res_typ,125,2.97,10u,PASS,2.25290e+00,2.253520e+00,5.898872e-01,5.892729e-01,1.045801e+00,61.7388,3.5364,3.414549e+07,61.7388,61.4513,52.57
sf,hbt_typ,mos_sf,res_typ,125,3.30,10u,PASS,2.58314e+00,2.583835e+00,5.898890e-01,5.892849e-01,1.045957e+00,81.3535,3.5523,3.414549e+07,81.3507,72.6082,52.9995
sf,hbt_typ,mos_sf,res_typ,125,3.63,10u,PASS,2.91346e+00,2.914217e+00,5.898769e-01,5.892548e-01,1.045819e+00,59.9808,3.5542,3.686945e+07,59.9808,59.7664,51.9935
fs,hbt_typ,mos_fs,res_typ,-40,2.97,10u,PASS,2.10833e+00,2.108937e+00,7.845346e-01,7.842327e-01,1.045417e+00,61.5135,3.3543,3.414549e+07,61.5134,61.1995,52.037
fs,hbt_typ,mos_fs,res_typ,-40,3.30,10u,PASS,2.43849e+00,2.439165e+00,7.845459e-01,7.842738e-01,1.045660e+00,64.0037,3.2616,3.686945e+07,64.0037,63.4558,52.2342
fs,hbt_typ,mos_fs,res_typ,-40,3.63,10u,PASS,2.76867e+00,2.769405e+00,7.845536e-01,7.843041e-01,1.045827e+00,68.5752,3.1027,3.686945e+07,68.575,67.1565,52.4329
fs,hbt_typ,mos_fs,res_typ,27,2.97,10u,PASS,2.13786e+00,2.138465e+00,7.081817e-01,7.077537e-01,1.046823e+00,60.9019,3.3913,3.686945e+07,60.9019,60.626,51.9388
fs,hbt_typ,mos_fs,res_typ,27,3.30,10u,PASS,2.46805e+00,2.468719e+00,7.081917e-01,7.077905e-01,1.047063e+00,65.3886,3.2850,3.686945e+07,65.3885,64.6505,52.3083
fs,hbt_typ,mos_fs,res_typ,27,3.63,10u,PASS,2.79827e+00,2.799000e+00,7.081949e-01,7.078071e-01,1.047161e+00,91.1573,3.1923,3.686945e+07,91.1268,72.6142,52.5092
fs,hbt_typ,mos_fs,res_typ,125,2.97,10u,PASS,2.19701e+00,2.197632e+00,5.899803e-01,5.893455e-01,1.045219e+00,60.6690,3.5667,3.414549e+07,60.6689,60.4266,52.1741
fs,hbt_typ,mos_fs,res_typ,125,3.30,10u,PASS,2.52724e+00,2.527938e+00,5.899849e-01,5.893658e-01,1.045412e+00,73.9433,3.5858,3.414549e+07,73.9428,70.3774,52.6485
fs,hbt_typ,mos_fs,res_typ,125,3.63,10u,PASS,2.85754e+00,2.858313e+00,5.899755e-01,5.893439e-01,1.045311e+00,60.9273,3.6174,3.686945e+07,60.9273,60.6402,51.8274
